N/M,1,2,4,8,16,32,64,128
1000000,0.0403,0.0100,0.0081,0.0041,0.0037,0.0041,0.0059,0.0059
10000000,0.1157,0.0601,0.0242,0.0261,0.0240,0.0281,0.0247,0.0245
100000000,1.6695,0.8775,0.4431,0.2489,0.2276,0.2083,0.1552,0.1393
1000000000,16.3792,8.9005,4.4654,2.3178,1.4821,1.4488,1.3983,1.3464
10000000000,162.0808,87.2316,43.3770,22.4327,14.4297,14.2102,17.1803,13.7064
100000000000,1429.3965,497.6969,258.2949,152.5814,98.7519,99.4114,98.5007,96.5857
